,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Milestones,Italian Sausage Ravioli,1220,83,2,2640,83,13
,,Milestones,Seafood Fettucini(LG),1220,71,0.3,2080,92,15
,,Milestones,Omelette - Trio Mushroom & 2 cheese,1200,71,0.5,1940,97,11
,,Milestones,Shanghai Noodle Stirfry(LG)(+veg),1160,25,0.2,4380,161,14
,,Milestones,Chicken Penne Asiago,1140,60,0.5,2670,88,17
,,Milestones,Prime Rib Dip(no fries),1070,74,0.4,1280,59,3
,,Milestones,Traditional Breakfast - Eggs, ham, potato & toast,1070,54,0.5,2010,98,16
,,Milestones,Spicy Thai Roll-ups,1050,48,2,2790,105,14
,,Milestones,Traditional Breakfast - Eggs, bacon, potato & toast,1020,58,0.5,1200,89,8
,,Milestones,Hot Spinach and Artichoke Dip(+Chips,Salsa & Sour Cream),1000,64,0.2,1580,89,3
,,Milestones,Eggs on Cibatta Toast,990,61,1.5,1480,90,4
,,Milestones,Bocconcini Garlic Bread,950,55,0.3,1910,90,6
,,Milestones,Butterscotch Pot de Crème,940,74,0.1,170,56,21
,,Milestones,Cajun Shrimp Diane (+ trio mushrooms,Rice & veg),930,60,0.2,2180,60,6
,,Milestones,Eggs Milestone's,930,56,0,1270,83,6
,,Milestones,Omelette Californian,920,60,0.5,1380,56,2
,,Milestones,Chicken Masala,920,50,0.1,1550,68,5
,,Milestones,Grilled Shrimp California Benedict,900,50,0,1390,80,4
,,Milestones,Mediterranean Bruschetta Flatbread,840,32,0.3,2430,115,16
,,Milestones,sirloin with giant tiger shrimp(with veg & potato),830,29,1,2120,68,15
,,Milestones,Sides-Grilled Cajun Andouille Sausage,830,15,0,480,1,0
,,Milestones,Kids Chicken Tenders with Fries and Ranch Dressing,810,48,0.7,2200,73,17
,,Milestones,Butternut Squash Ravioli,770,41,0.2,1300,69,4
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Mmmuffins,Swirls - Raisin Cinnamon,543,21,,,94,
,,Mmmuffins,Low-Fat Oatmeal Strawberry Banana,527,3,,,,
,,Mmmuffins,Most Popular Pure Chocolate Chip,505,22,,,69,
,,Mmmuffins,Swirls - Apple Cinnamon,497,21,,,82,
,,Mmmuffins,Most Popular Butterscotch Pecan,490,21,,,67,
,,Mmmuffins,Most Popular Cheddar Cheese,477,23,,,51,
,,Mmmuffins,Most Popular Carrot,401,14,,,61,
,,Mmmuffins,Most Popular Raisin Bran,372,13,,,56,
,,Mmmuffins,Most Popular Fresh Apple Cinnamon,365,13,,,55,
,,Mmmuffins,Most Popular Original Bran,360,15,,,48,
,,Mmmuffins,Scones - Cheddar Cheese,355,14,,,44,
,,Mmmuffins,Most Popular Cranberry,344,12,,,52,
,,Mmmuffins,Scones - Raisin,340,7,,,65,
,,Mmmuffins,Low-Fat Bran Raisin,340,3,,,,
,,Mmmuffins,Low-Fat White Strawberry Rhubarb,332,3,,,73,
,,Mmmuffins,Low-Fat White Cherries Chocolate,330,3,,,72,
,,Mmmuffins,Low-Fat White Apple Crunch,329,3,,,72,
,,Mmmuffins,Most Popular Wild Blueberry,328,12,,,49,
,,Mmmuffins,Scones - Original,325,10,,,52,
,,Mmmuffins,Low-Fat White Fresh Banana,324,3,,,71,
,,Mmmuffins,Scones - Green Onion & Cheddar,318,12,,,43,
,,Mmmuffins,Most Popular Cornmeal,317,15,,,40,
,,Mmmuffins,Low-Fat White Strawberry Orange,314,3,,,69,
,,Mmmuffins,Low-Fat Oatmeal Raisin & Spice,311,3,,,,
,,Mmmuffins,Low-Fat White Peach,311,2,,,59,
,,Mmmuffins,Scones - Broccoli & Cheddar,307,11,,,43,
,,Mmmuffins,Low-Fat Bran Orange Date,306,3,,,,
,,Mmmuffins,Low-Fat Bran Pineapple,305,3,,,,
,,Mmmuffins,Low-Fat Bran Apple Raisin,300,2,,,,
,,Mmmuffins,Low-Fat White Rum & Raisin,292,2,,,63,
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Montanas,Ultimate Beef Nachos,2450,131,1.5,3020,222,13
,,Montanas,Cheese Nachos,2130,120,1.5,1910,196,6
,,Montanas,16 piece Wings,2110,129,0.2,2270,80,23
,,Montanas,Beef Ribs (large),1490,109,0,2540,70,44
,,Montanas,Brownie Sundae,1450,59,1,850,198,129
,,Montanas,Back Ribs & Wings,1400,90,0.1,1950,61,30
,,Montanas,Smokehouse Wrap,1370,53,0.2,2960,167,37
,,Montanas,Back Ribs (large),1300,86,0,2070,62,37
,,Montanas,Side Ribs & Wings,1300,79,0.5,1920,61,30
,,Montanas,Cheesecake,1270,75,2,1270,131,52
,,Montanas,Back Ribs & 1/4 Rotisserie Chicken (white),1230,75,0,1860,43,25
,,Montanas,Side Ribs (large),1160,70,0.5,2030,61,36
,,Montanas,Side Ribs & 1/4 Rotisserie Chicken (white),1140,64,0.5,1830,42,25
,,Montanas,Crispy Cajun Onions,1120,77,1.5,1680,100,22
,,Montanas,1 lb BBQ Beef Brisket Sandwich,1100,32,0,2500,100,43
,,Montanas,Baked Chicken Penne,1080,58,1,2170,82,8
,,Montanas,8 piece Wings,1060,64,0.1,1130,40,12
,,Montanas,Chipotle Firecracker Burger,1060,61,1.5,1920,77,23
,,Montanas,Big & Bold Brisket Burger,1060,58,1,1930,70,22
,,Montanas,Roasted Turkey Clubhouse,1050,41,0.2,2320,70,8
,,Montanas,Loaded Potato Skins,990,71,0.5,1090,47,4
,,Montanas,Grilled Steak Sandwich,890,29,1,1210,81,14
,,Montanas,Garlic Cheese Bread,880,36,0,1790,95,1
,,Montanas,Back Ribs (regular),870,58,0,1380,41,24
,,Montanas,Four Seasons Goat Cheese Penne,870,44,0.3,1110,94,15
,,Montanas,Beef Ribs (regular),860,65,0,1420,35,22
,,Montanas,Oven Baked Antojitos,860,51,1.5,1620,70,10
,,Montanas,Vegetable & Feta Burger,860,41,0.2,1800,80,18
,,Montanas,Spiced Chicken Quesadilla,850,41,0.5,1910,64,7
,,Montanas,Healthier Alt Quesadilla,850,41,0.5,1880,63,4
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Moxies,Tandoori Salmon Salad,800,46,,1006,68,41
,,Moxies,Kitsilano Chicken,710,21,,900,58,1
,,Moxies,Open faced Tuscan chicken sandwich,700,20,,,,
,,Moxies,Steak salad,540,29,,479,32,7
,,Moxies,Banana Caramel Xango,400,21,1,160,44,16
,,Moxies,Clubhouse Sandwich,382,17,,789,19,3
,,Moxies,Sesame Thai chicken salad,328,10,,1248,0,
,,Moxies,Citrus chicken salad,300,6,,,,
,,Moxies,Mayan chicken salad - no dressing or asiago,199,7,,873,17,2
,,Moxies,Szechuan Green Beans,176,12,,438,16,3
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,MrSub,Sausage & Egg,505,29.8,0.3,1200,36,4
,,MrSub,Seafood with Crab,470,19,0,1460,61,7
,,MrSub,Albacore Tuna,460,16,0,1100,52,4
,,MrSub,Ultimate Cheddar Club/Cheese,440,18,0.4,1530,38,5
,,MrSub,Roast Beef,440,14,0.1,2280,49,1
,,MrSub,Egg & Cheese,435,20.8,0.5,940,36,4
,,MrSub,Louisiana Chicken,430,15,0.1,1470,48,0
,,MrSub,Breaded Chicken,370,13,0.1,740,46,4
,,MrSub,Santa Fe Spicy Chicken,370,13,0.1,740,46,4
,,MrSub,Bacon & Egg,365,15.8,0.2,940,36,4
,,MrSub,BBQ Rib,360,17,0.1,640,34,3
,,MrSub,Meatball,360,15,0.4,710,38,3
,,MrSub,Smoked Turkey Breast,360,9,0,1320,51,2
,,MrSub,Steak & Egg,355,13.1,0.2,892,37,4
,,MrSub,Ham & Cheese,350,12.8,0.2,1105,39,5
,,MrSub,Tuna Melt,340,10,0.3,590,34,4
,,MrSub,Ultimate Club no Cheddar,320,9,0,1340,38,5
,,MrSub,Veggie,310,8,0,730,49,1
,,MrSub,Seafood with Crab,300,10,0,750,43,8
,,MrSub,Great Canadian Club,300,8,0,1120,38,5
,,MrSub,Philly Style Steak with Cheese,300,8,0.1,780,36,5
,,MrSub,Assorted Cold Cuts,290,9,0,1000,38,5
,,MrSub,Louisiana Chicken,290,8,0.1,820,35,3
,,MrSub,Classic Reubin,290,7,0.2,1400,35,3
,,MrSub,Italian Salami,280,10,0.1,730,35,4
,,MrSub,Roast Beef,280,8,0,1430,35,3
,,MrSub,White Albacore Tuna,280,8,0,510,37,5
,,MrSub,Montreal Style Corned Beef,280,7,0.2,1200,34,3
,,MrSub,Pizza Supremo,270,10,0.1,730,34,3
,,MrSub,BLT,260,8,0,540,34,4
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Nando's,Wings (12),798,56,,,1,
,,Nando's,Half Chicken,789,37,,,0,
,,Nando's,Double Leg,692,41,,,0,
,,Nando's,Coleslaw – large,565,35,,,59,
,,Nando's,Double Breasted Sandwich – No mayo,564,20,,,35,
,,Nando's,Spicy Rice – large,557,12,0,1430,100,7
,,Nando's,Chicken Caesar Salad,542,45,,,11,
,,Nando's,Chicken Breast/Pita – No mayo,501,12,,,47,
,,Nando's,Veggie Pita – No mayo,486,11,,,69,
,,Nando's,Chicken Breast Sandwich – No mayo,458,16,,,35,
,,Nando's,Veggie Burger – No mayo,445,15,,,57,
,,Nando's,Quarter Chicken Breast and Wing,443,17,,,0,
,,Nando's,Caesar – large (with dressing),436,33,,,10,
,,Nando's,Double Kebab,402,17,,,0,
,,Nando's,Spring Mix Chicken Salad,357,24,,,27,
,,Nando's,Chicken Livers with Gravy,353,12,,,0,
,,Nando's,Quarter Chicken Leg and Thigh,346,20,,,0,
,,Nando's,Peri Mixed Vegetables – large,288,18,,,20,
,,Nando's,Coleslaw – regular,282,17,,,29,
,,Nando's,Wings (4),258,18,,,0,
,,Nando's,Spring Mix – large (with dressing),251,20,,,26,
,,Nando's,Spicy Rice – regular,223,4,0,730,40,3
,,Nando's,Caesar – regular (with dressing),211,16,,,4,
,,Nando's,Single Kebab,201,8,,,0,
,,Nando's,Portuguese Bun,149,4,,,26,
,,Nando's,Peri Mixed Vegetables – regular,144,9,,,10,
,,Nando's,Spring Mix – regular (with dressing),108,8,,,14,
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,New York Fries,Fries jumbo,980,46,0.4,210,129,0
,,New York Fries,Poutine regular,950,50,1,1320,102,3
,,New York Fries,Fries with the works regular,880,42,0.2,1110,111,7
,,New York Fries,Fries large,820,38,0.3,180,108,0
,,New York Fries,Fries with the Vegetarian Works regular,810,38,0.2,940,108,7
,,New York Fries,Poutine small,710,38,1,990,75,2
,,New York Fries,Fries with the works small,620,31,0.1,610,78,4
,,New York Fries,Fries with the Vegetarian Works small,600,29,0.1,650,79,5
,,New York Fries,Fries Regular,580,27,0.2,125,76,0
,,New York Fries,Hot Dog,420,21,0.4,1140,42,3
,,New York Fries,Fries small,350,16,0,75,46,0
,,New York Fries,Sour Cream,250,24,0.5,120,9,6
,,New York Fries,Extra Cheese Curds,170,13,0.5,320,2,0
,,New York Fries,Cheese Sauce,160,2.5,0,1300,32,8
,,New York Fries,Sour Cream,150,14,0.4,70,5,4
,,New York Fries,Cheese Sauce,100,1.5,0,780,19,5
,,New York Fries,Gravy per 148ml,75,2,0,939,15,3
,,New York Fries,Gravy per 89ml,45,0.7,0,562,9,2
,,New York Fries,Bacon,40,3,0,160,0,0
,,New York Fries,Chil,30,0.4,0,135,5,1
,,New York Fries,Cheese sauce,15,0.3,0,130,3,1
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Old Spaghetti Factory,Baby Back Ribs,1273,67.8,,911.4,97.8,
,,Old Spaghetti Factory,New York Steak,1070,25.6,,840,60.9,
,,Old Spaghetti Factory,Lasagna,1013,50.5,,1637,74.1,
,,Old Spaghetti Factory,Mizithra Cheese Spaghetti,970,64,,2835.1,69.6,
,,Old Spaghetti Factory,Seafood Fettuccine Alfredo,871,58.3,,870,46.3,
,,Old Spaghetti Factory,Meatball Spaghetti,858,35,,1108,92,
,,Old Spaghetti Factory,Manicotti,833,26.7,,458.1,98.1,
,,Old Spaghetti Factory,Tortellini Pomodoro,828,47.4,,873.2,82.2,
,,Old Spaghetti Factory,Mediterranean Salad With Chicken,810,59.8,,810.5,32.3,
,,Old Spaghetti Factory,Chicken Penne,806,49.8,,343,57.1,
,,Old Spaghetti Factory,Mediterranean Salad With Shrimp,805,60.4,,1004.6,33.3,
,,Old Spaghetti Factory,Garlic Cheese Bread,785,46.9,,1165.1,57.9,
,,Old Spaghetti Factory,Chicken Parmigiana,780,18.6,,1222,80,
,,Old Spaghetti Factory,Chicken Wings (Spicy),770,43.8,,3778.5,0,
,,Old Spaghetti Factory,Pesto Linguine With Chicken,765,29.9,,441.8,83,
,,Old Spaghetti Factory,Caesar Salad With Chicken,757,57.1,,1086.6,16.9,
,,Old Spaghetti Factory,Vegetarian Lasagna,740,33.6,,1683,57.9,
,,Old Spaghetti Factory,Breast of Chicken,703,26.4,,662,51.6,
,,Old Spaghetti Factory,Red Thai Linguine With Chicken,693,19.2,,997.7,83.7,
,,Old Spaghetti Factory,Caesar Salad With Shrimp,687,51,,1250.2,16.9,
,,Old Spaghetti Factory,Child Chicken & Fries,686,14.7,,1877.5,83,
,,Old Spaghetti Factory,Mediterranean Salad,685,58.5,,836.7,32.3,
,,Old Spaghetti Factory,Veal,683,18.9,,1004,77.6,
,,Old Spaghetti Factory,Child Lasagna,680,28.9,,1114.2,58.5,
,,Old Spaghetti Factory,Pot Pourri Spaghetti,676,22,,684,94.4,
,,Old Spaghetti Factory,Red Thai Linguine With Prawns,674,19.5,,1070.9,84.6,
,,Old Spaghetti Factory,Seafood Linguine Marinara,670,26.1,,678,84.4,
,,Old Spaghetti Factory,Spicy Meat Sauce Spaghetti,634,20.8,,652,85.6,
,,Old Spaghetti Factory,Meat Sauce Spaghetti,628,20.8,,652,84.3,
,,Old Spaghetti Factory,Spicy Chorizo Penne Al Fresca,617,20.2,,1294.2,81.2,
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Olive Garden,Pork Milanese,1510,87,,3100,118,
,,Olive Garden,Tour of Italy,1450,74,,3830,97,
,,Olive Garden,Chicken & Shrimp Carbonara,1440,88,,3000,80,
,,Olive Garden,Chicken Alfredo,1440,82,,2070,103,
,,Olive Garden,Red, White, Blush Magnum Bottle,1360,0,,190,,
,,Olive Garden,Steak Gorgonzola-Alfredo,1310,73,,2190,82,
,,Olive Garden,Spaghetti & Italian Sausage,1270,67,,3090,97,
,,Olive Garden,Fettuccine Alfredo,1220,75,,1350,99,
,,Olive Garden,Chicken Alfredo Pizza,1180,40,,3330,144,
,,Olive Garden,Lasagna Rollata al Forno,1170,68,,2510,90,
,,Olive Garden,Spaghetti & Meatballs,1110,50,,2180,103,
,,Olive Garden,Chicken Parmigiana,1090,49,,3380,79,
,,Olive Garden,Chicken Scampi,1070,53,,2220,88,
,,Olive Garden,Chianti Braised Short Ribs,1060,58,,2970,71,
,,Olive Garden,Five Cheese Ziti al Forno,1050,48,,2370,112,
,,Olive Garden,Lasagna Fritta,1030,63,,1590,82,
,,Olive Garden,Braised Beef & Tortelloni,1020,53,,2060,82,
,,Olive Garden,Seafood Alfredo,1020,52,,2430,88,
,,Olive Garden,Peach Sangria Pitcher,1010,0,,200,158,
,,Olive Garden,Garlic-Herb Chicken con Broccoli,960,41,,2180,90,
,,Olive Garden,Smoked Mozzarella Fonduta,940,48,,1940,72,
,,Olive Garden,Zeppoli,920,35,,590,131,
,,Olive Garden,Chicken Alfredo,910,52,,1150,71,
,,Olive Garden,Create Your Own Pizza (with cheese and sauce only),910,28,,2970,129,
,,Olive Garden,Berry Sangria Pitcher,910,0,,50,138,
,,Olive Garden,Grilled Shrimp Caprese,900,40,,3490,82,
,,Olive Garden,White Chocolate Raspberry Cheesecake,890,62,,490,70,
,,Olive Garden,Calamari,890,54,,2340,64,
,,Olive Garden,Tropical Sangria Pitcher,870,0,,45,126,
,,Olive Garden,Grilled Chicken Caesar,850,64,,1880,14,
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Opa!,Lamb Souvlaki Platter with Greek Salad,1117,36.7,0.8,2586,158,7.9
,,Opa!,Lamb Souvlaki Platter with Caesar Salad,1111,36,0.7,2533,158,6.9
,,Opa!,Pork Souvlaki Platter with Greek Salad,1104,35,0.3,2576,158,8
,,Opa!,Pork Souvlaki Platter with Caesar Salad,1099,34,0.2,2523,158,6.9
,,Opa!,Chicken Souvlaki Platter with Greek Salad,1022,23,0.3,2628,158,8
,,Opa!,Chicken Souvlaki Platter with Caesar Salad,1017,22,0.2,2475,158,6.9
,,Opa!,Lamb Pita Wrap Meal with Fries Salad,1010,41.4,0.7,1357,129,4.1
,,Opa!,Pork Pita Wrap Meal with Fries Salad,997,39.8,0.2,1348,129,4.1
,,Opa!,Shrimp Souvlaki Platter with Caesar Salad,963,22,0,2400,157,7.5
,,Opa!,Chicken Pita Wrap Meal with Fries Salad,916,27.9,0.2,1400,129,4.1
,,Opa!,Spanakopita Platter with rice and potato,915,28.4,0,2067,141,5.9
,,Opa!,Lamb Souvlaki and Caesar Salad,701,36,0.7,1403,64,7.2
,,Opa!,Pork Souvlaki and Caesar Salad,688,34.4,0.2,1393,64,7.1
,,Opa!,Lamb Souvlaki and Greek Salad,672,35,0.8,1385,63,8.4
,,Opa!,Lamb Pita Wrap Meal with Caesar Salad,667,33.6,0.7,1400,62,7.1
,,Opa!,Pork Souvlaki and Greek Salad,659,33.4,0.3,1375,63,8.4
,,Opa!,Pork Pita Wrap Meal with Caesar Salad,654,32,0.2,1390,62,7.1
,,Opa!,Lamb Pita Wrap Meal with Greek Salad,639,32.7,0.8,1384,61,8.3
,,Opa!,Pork Pita Wrap Meal with Greek Salad,626,31.1,0.3,1374,61,8.3
,,Opa!,Chicken Souvlaki and Caesar Salad,606,22.5,0.2,1444,64,7.2
,,Opa!,Chicken Souvlaki and Greek Salad,578,21.5,0.4,1427,63,8.4
,,Opa!,Chicken Pita Wrap Meal with Caesar Salad,572,20.1,0.2,1442,62,7.1
,,Opa!,Chicken Pita Wrap Meal with Greek Salad,554,19.2,0.3,1426,61,8.3
,,Opa!,Shrimp Souvlaki and Caesar Salad,553,22.7,0,1293,63,7.8
,,Opa!,Spanakopita Platter with Caesar Salad,525,31,0,885,48,6.6
,,Opa!,Shrimp Souvlaki and Greek Salad,525,21.7,0.1,1274,62,9
,,Opa!,OPA! Fries,516,20.8,0,469,78,1
,,Opa!,Calamari with Caesar Salad,512,30,0,1251,30,4.6
,,Opa!,Lamb Pita Wrap,508,21,0.6,1032,55,4.5
,,Opa!,Spanakopita Platter with Greek Salad,499,29.3,0,830,47,7.1
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Orange Julius,Cocoa Latte Swirl - 20 oz.,960,23,0.5,870,156,25
,,Orange Julius,Cool Mocha - 32,790,26,0.5,730,124,15
,,Orange Julius,Tropical - 32,690,14,0.5,135,142,98
,,Orange Julius,Blackberry Storm - 20 oz.,680,15,0.5,290,128,2
,,Orange Julius,Raspberry Créme - 20 oz.,650,15,0.5,290,118,25
,,Orange Julius,Bananarilla - 32,640,14,0.5,140,131,88
,,Orange Julius,Tripleberry - 32,620,14,0.5,130,125,97
,,Orange Julius,Strawberry  Banana - 32,600,14,0.5,130,120,87
,,Orange Julius,Cool Cappuccino - 32,590,21,0.5,500,90,15
,,Orange Julius,Blackberry - 32,560,14,0.5,135,109,75
,,Orange Julius,Nachos - Large,550,29,0,119,69,1
,,Orange Julius,Triple Cheese Dog,540,38,1,1340,24,3
,,Orange Julius,Orange Swirl - 20 oz.,540,12,0.5,150,103,0
,,Orange Julius,Eggnog - 32,530,20,0.5,180,84,15
,,Orange Julius,Piña Colada - 32,530,13,0.5,150,103,82
,,Orange Julius,Tropi-Colada - 20 oz.,530,10,0,260,99,0
,,Orange Julius,Reuben Dog,520,36,1,1450,24,3
,,Orange Julius,Southwest Chili Dog,500,34,1,1370,27,4
,,Orange Julius,Bacon Cheese Dog,490,33,1,1380,24,3
,,Orange Julius,Cool Mocha - 20,490,16,0,460,78,8
,,Orange Julius,Chili Melt Dog,470,33,1,1250,25,3
,,Orange Julius,Chili Slaw Dog,470,31,1,1280,28,3
,,Orange Julius,Chicken Caesar Pita,470,23,0,1010,45,1
,,Orange Julius,Santa Fe Grilled Chicken Pita,470,22,0,930,47,2
,,Orange Julius,Pepperoni Cheese Dog,460,31,1,1250,26,3
,,Orange Julius,Cheese Dog,460,31,1,1220,24,3
,,Orange Julius,Garden Veggie Pita,460,26,0,810,49,5
,,Orange Julius,Turkey Club Pita,460,23,0,1240,46,1
,,Orange Julius,3-Berry Blast - 20 oz.,460,0,0,150,108,2
,,Orange Julius,Berry Lemon Lively - 20 oz.,440,0,0,150,106,2
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Panago,Tikka Masala Wings (10),310,21,0,920,4,2
,,Panago,Steak Mushroom Melt Hand-Tossed,300,15,0,450,26,1
,,Panago,Steak Mushroom Melt Multigrain,300,15,0,450,26,1
,,Panago,Honey Mustard Wings (10),280,20,0,960,4,3
,,Panago,Hot Buffalo Wings (10),280,19,0,1070,4,2
,,Panago,Mediterranean Wings (10),280,19,0,830,4,2
,,Panago,Chicken Club Multigrain,280,13,0,460,25,2
,,Panago,Chicken Club Hand-Tossed,280,13,0,440,26,1
,,Panago,Shrimp Club Multigrain,260,13,0,390,25,2
,,Panago,Philly Steak Multigrain,260,12,0,360,25,2
,,Panago,Philly Steak Hand-Tossed,260,12,0,340,27,2
,,Panago,New York Deli Hand-Tossed,260,10,0,470,27,2
,,Panago,Chicken Caesar Salad,260,9,0,780,17,2
,,Panago,Steak Mushroom Melt Multigrain Thin,250,15,0,460,16,1
,,Panago,Steak Mushroom Melt Thin,250,14,0,450,17,1
,,Panago,Antipasto Salad,250,13,0,780,16,8
,,Panago,New York Deli Multigrain,250,11,0,490,25,2
,,Panago,Sicilian Sausage Hand-Tossed,250,10,0,360,27,2
,,Panago,Meatball Hand-Tossed,250,10,0,330,28,2
,,Panago,Bacon Cheeseburger Multigrain,250,10,0,320,25,2
,,Panago,Bacon Cheeseburger Hand-Tossed,250,10,0,300,27,2
,,Panago,Pesto Shrimp Hand-Tossed,250,10,0,300,27,1
,,Panago,Tropical Hawaiian Hand-Tossed,250,8,0,420,30,5
,,Panago,BBQ Steak Hand-Tossed,250,8,0,400,29,4
,,Panago,Chicken Garden Salad,250,7,0,830,18,6
,,Panago,Chicken Club Multigrain Thin,240,13,0,450,17,1
,,Panago,Chicken Club Thin,240,13,0,430,18,1
,,Panago,Shrimp Club Hand-Tossed,240,13,0,370,27,1
,,Panago,Sicilian Sausage Multigrain,240,10,0,380,26,2
,,Panago,Meatball Multigrain,240,10,0,350,26,2
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Pita Pit,Meat The Day,440,30,,1020,16,
,,Pita Pit,Gyros - 9”,330,29,,590,6,
,,Pita Pit,Banana Pineapple ‘n’ Fibre,330,2.5,,115,75,
,,Pita Pit,Banana Pineapple ‘n’ Fibre,330,2.5,,115,75,
,,Pita Pit,Sausage Sunrise,320,21,,670,15,
,,Pita Pit,Mango Probiotic,320,2,,170,71,
,,Pita Pit,Pomberry Antioxia,290,2.5,,130,65,
,,Pita Pit,5 Berry Immuniforce,290,2.5,,110,63,
,,Pita Pit,Strawberry/Kiwi,280,2.5,,115,64,
,,Pita Pit,Awakin’ With Bacon,270,15,,600,16,
,,Pita Pit,B.L.T. - 9”,250,18,,700,6,
,,Pita Pit,BBQ Rib - 9”,250,15,,540,7,
,,Pita Pit,Ham ‘N’ Eggs,230,8,,1010,18,
,,Pita Pit,Falafel - 9”,220,18,,530,16,
,,Pita Pit,Meat The Day,220,15,,510,8,
,,Pita Pit,Southwestern Steak - 9”,210,13,,950,6,
,,Pita Pit,Chicken Crave - 9”,210,9,,1290,5,
,,Pita Pit,Pita Bread-Whole Wheat - 9”,200,1,,340,40,
,,Pita Pit,Pita Bread-White - 9”,200,0.5,,330,41,
,,Pita Pit,Chicken Caesar - 9”,190,10,,810,3,
,,Pita Pit,Special Greek (L),180,20,,130,0,
,,Pita Pit,Philly Steak - 9”,170,9,,830,3,
,,Pita Pit,Garden (Large),170,9,,230,13,
,,Pita Pit,Garden (Large),170,9,,230,13,
,,Pita Pit,Club - 9”,170,8,,1310,4,
,,Pita Pit,Spicy Buffalo Chicken - 9”,170,8,,1010,15,
,,Pita Pit,Gyros - 6” Petita,160,15,,300,3,
,,Pita Pit,Sausage Sunrise,160,10,,340,7,
,,Pita Pit,Pita Bread-Whole Wheat - 6” Petita,160,1,,280,32,
,,Pita Pit,Pita Bread-White - 6” Petita,160,0.5,,270,33,
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Pizza Hut,Buffalo Mild Wing Sauce - per serving for 5 wings,1640,57,2,3230,180,38
,,Pizza Hut,Bone-in Traditional (de-boned) Wings - 5 wings,1200,69,0.5,2940,105,10
,,Pizza Hut,Buffalo Burning Hot Wing Sauce - per serving for 5 wings,1130,62,0.5,4420,107,29
,,Pizza Hut,Tuscani Meaty Marinara Pasta - (Family size) - (1/4 order),1030,48,0,3020,102,39
,,Pizza Hut,Garden Salad with Dressing – side - side,980,27,0.5,1410,78,3
,,Pizza Hut,Buffalo Medium Wing Sauce - per serving for 5 wings,950,51,1,1870,70,10
,,Pizza Hut,Grilled Chicken Breast Strips (optional) - Side,940,42,0.5,2820,95,15
,,Pizza Hut,Meatballs (optional) - 3 pieces,920,42,5,2450,98,7
,,Pizza Hut,Spicy Italian Sausage Pasta - meal size,800,32,0.3,2630,100,6
,,Pizza Hut,Bone-In Breaded Wings - 5 wings,800,26,1.5,1410,106,17
,,Pizza Hut,Chocolate Dunker - 2 Pieces,760,32,0.5,1670,93,8
,,Pizza Hut,14" Large Hand Tossed Meat Lover's - 1 slice,720,32,0.5,1390,70,3
,,Pizza Hut,Greek Salad with Dressing – meal - meal size,720,31,1,1660,79,3
,,Pizza Hut,12" Medium Hand Tossed Pepperoni Lover's - 1 slice,720,31,1,1200,70,2
,,Pizza Hut,Tuscani Premium Bacon Mac'n Cheese - (Individual size) - 1 order,710,43,0.5,2250,44,4
,,Pizza Hut,WingStreet Crispy Potato Wedges - 12 oz,690,34,0,1450,88,1
,,Pizza Hut,6" Personal Pan Pepperoni Only Pizza - 1 pizza,670,27,0.5,1200,72,3
,,Pizza Hut,14" Large Thin 'N Crispy Hawaiian - 1 slice,670,24,0.5,1180,75,8
,,Pizza Hut,6" Personal Pan Pizza Italian Classic - 1 pizza,660,27,0.5,1090,71,3
,,Pizza Hut,Macintosh Apple Cheesecake - 1 slice,650,38,1,620,42,8
,,Pizza Hut,12" Medium Pan Venetian - 1 slice,650,27,0.5,1100,71,3
,,Pizza Hut,Marinara Dipping Sauce - 1 dip cup,650,26,0.5,1770,70,3
,,Pizza Hut,Chicken Caesar Salad with Caesar Dressing - meal size,650,26,0.5,1260,78,3
,,Pizza Hut,Garden Salad with Dressing – meal - meal size,650,25,0.4,1210,79,4
